TYPE_PANIER,DATE_PANIER,LEAD_ID,VEHICULE_ID,AGENCE_LIVRAISON_COM,PRIX_VENTE_TTC_COM,TYPE_LIVRAISON_COM
Reprise,2024-05-30 13:05:49.000,1774308444843,,,,
Commande,2024-03-29 00:00:00.000,1754605609966,97911262031,Aix-en-Provence,19499,A Domicile
Commande,2024-02-23 00:00:00.000,1540165419166,95580379653,Aix-en-Provence,20499,En Agence
Commande,2024-03-19 00:00:00.000,1755778584472,98663235264,Cergy-Pontoise,17999,En Agence
Commande,2024-05-29 00:00:00.000,1774176179556,101258154228,Donzère,28999,A Domicile
Commande,2024-03-19 00:00:00.000,1755900352514,99340616309,Melun,37699,A Domicile
Commande,2024-03-04 00:00:00.000,1752217795471,96299626181,Bordeaux,18999,A Domicile
Commande,2024-04-17 00:00:00.000,1763749821834,98656566426,Cergy-Pontoise,23499,En Agence
Reprise,2024-04-26 17:04:42.000,1760534083451,,,,
Commande,2024-03-16 00:00:00.000,1755271629287,98156650570,Les Ulis,28999,En Agence
Commande,2024-01-29 00:00:00.000,1742153654450,97665009013,Toulon,17999,A Domicile
Reprise,2024-02-09 16:02:00.000,1744655580173,,,,
Commande,2024-04-17 00:00:00.000,1762967591836,99852264380,Brest,11299,En Agence
Commande,2024-02-29 00:00:00.000,1753332355896,98049331677,Strasbourg,11999,En Agence
Commande,2024-05-08 00:00:00.000,1770178828660,98456995274,Les Ulis,37399,A Domicile
Reprise,2024-04-27 10:04:38.000,1765852358259,,,,
Commande,2024-05-18 00:00:00.000,1769126387226,101075625662,Melun,21399,En Agence
Commande,2024-05-24 00:00:00.000,1773287618641,100527545976,Montpellier,16299,En Agence
Commande,2024-04-22 00:00:00.000,1765341698164,100228806733,Clermont-Ferrand,26399,En Agence
Reprise,2024-03-15 17:03:33.000,1751102741058,,,,
Reprise,2024-01-22 13:01:47.000,1743061851388,,,,
Commande,2024-05-28 00:00:00.000,826954930538,100290061245,Tours,9799,A Domicile
Commande,2024-05-30 00:00:00.000,1773865955092,99964399656,Brest,15499,En Agence
Commande,2024-03-09 00:00:00.000,1755980131576,97919042342,Reims,29399,En Agence
Commande,2024-02-17 00:00:00.000,1750479945687,96172177277,Lille,17699,En Agence
Commande,2024-04-28 00:00:00.000,1767733835054,97793445893,Bordeaux,20999,En Agence
Commande,2024-03-29 00:00:00.000,555618066377,98590001543,Montpellier,15999,En Agence
Commande,2024-03-30 00:00:00.000,1760400212703,98807973748,Lille,12499,En Agence
Commande,2024-02-26 00:00:00.000,979098665149,99040148108,Melun,35899,En Agence
Commande,2024-04-06 00:00:00.000,1760375513303,99115975266,Cergy-Pontoise,13499,En Agence
Commande,2024-03-09 00:00:00.000,1755594450445,97670566378,Saint-Germain-en-Laye,22999,En Agence
Commande,2024-02-13 00:00:00.000,1084577452849,98265080936,Montpellier,25299,En Agence
Commande,2024-05-31 00:00:00.000,1625022060321,99598354548,Tours,9499,En Agence
Reprise,2024-03-02 13:03:12.000,1526385747403,,,,
Reprise,2024-03-27 13:03:03.000,1701805085101,,,,
Commande,2024-04-25 00:00:00.000,1767557851829,100583984105,Bordeaux,15365,En Agence
Reprise,2024-01-25 16:01:17.000,1743547812083,,,,
Commande,2024-04-20 00:00:00.000,1763105043997,99838679710,Rouen,11399,A Domicile
Commande,2024-04-23 00:00:00.000,1749744274058,100293766155,Grenoble,14999,En Agence
Reprise,2024-02-10 14:02:44.000,1744862190654,,,,
Commande,2024-01-23 00:00:00.000,1022439813802,97166451624,Melun,23499,En Agence
Commande,2024-03-13 00:00:00.000,1495743054278,99434103538,Dijon,23099,En Agence
Commande,2024-02-10 00:00:00.000,1749587803359,98295461198,Grenoble,17799,En Agence
Commande,2024-01-26 00:00:00.000,1746433936973,96926620450,Grenoble,15899,En Agence
Commande,2024-02-09 00:00:00.000,1749009343411,97633146787,Lille,24999,En Agence
Reprise,2024-03-25 17:03:17.000,1511929559074,,,,
Commande,2024-04-13 00:00:00.000,1764337050069,99662202497,Lille,18899,En Agence
Commande,2024-04-23 00:00:00.000,1498440846243,99040395102,Lyon,34899,En Agence
Commande,2024-03-20 00:00:00.000,1710814808736,99324932190,Lyon,24799,En Agence
Commande,2024-04-20 00:00:00.000,1761707181454,100216580530,Toulon,16999,En Agence
Commande,2024-01-26 00:00:00.000,1746215964768,96847952861,Nantes,25999,En Agence
Commande,2024-04-08 00:00:00.000,1758067724864,99606381853,Cergy-Pontoise,25999,En Agence
Commande,2024-03-09 00:00:00.000,1747756095855,92894443400,Nemours,29999,En Agence
Commande,2024-01-31 00:00:00.000,1747653346351,97974245501,Rouen,25499,En Agence
Reprise,2024-02-01 17:02:27.000,1745352103253,,,,
Commande,2024-01-22 00:00:00.000,1744893558892,97544722935,Melun,16999,En Agence
Commande,2024-02-28 00:00:00.000,705582943417,97526198385,Grenoble,22499,En Agence
Commande,2024-03-29 00:00:00.000,1738756251980,99925868592,Nantes,26799,En Agence
Reprise,2024-03-05 16:03:16.000,1025727056948,,,,
Commande,2024-03-12 00:00:00.000,1568038445072,98240505033,Les Ulis,11799,En Agence
Commande,2024-03-19 00:00:00.000,1757018123861,98559374287,Cannes,13499,En Agence
Reprise,2024-04-30 17:04:16.000,1766869850042,,,,
Reprise,2024-03-29 14:03:53.000,1535892422966,,,,
Commande,2024-02-12 00:00:00.000,1748918449619,97823455664,Aix-en-Provence,17999,En Agence
Commande,2024-05-23 00:00:00.000,1770587850724,100511985354,Les Ulis,24999,A Domicile
Commande,2024-04-03 00:00:00.000,1759568460408,99345432692,Annecy,32999,A Domicile
Commande,2024-04-13 00:00:00.000,935223144977,99879186726,Cannes,14299,En Agence
Reprise,2024-03-30 10:03:57.000,744823250688,,,,
Commande,2024-03-26 00:00:00.000,1759927466187,97155583888,Metz,20999,En Agence
Commande,2024-04-10 00:00:00.000,159311006503,99518328492,Grenoble,35211,En Agence
Commande,2024-04-10 00:00:00.000,1761116248309,99867207517,Toulon,24299,En Agence
Commande,2024-04-20 00:00:00.000,50749239695,98742767332,Melun,24799,En Agence
Commande,2024-02-16 00:00:00.000,1749738840190,97578190622,Rouen,30399,En Agence
Reprise,2024-05-25 14:05:16.000,1772599246363,,,,
Commande,2024-05-09 00:00:00.000,1709317037120,96712723646,Clermont-Ferrand,27999,En Agence
Reprise,2024-05-07 10:05:28.000,1768517176525,,,,
Commande,2024-03-05 00:00:00.000,1752728455566,98469962459,Dijon,29247,En Agence
Commande,2024-05-21 00:00:00.000,1692814997489,100476912206,Lille,17999,A Domicile
Commande,2024-02-01 00:00:00.000,1581246696216,98218769561,Melun,24599,A Domicile
Commande,2024-02-21 00:00:00.000,1569436925100,98761168385,Aix-en-Provence,26599,En Agence
Commande,2024-03-06 00:00:00.000,1754422710909,97214615454,Avignon,17499,En Agence
Commande,2024-01-25 00:00:00.000,1746043933447,97398996475,Dijon,15799,En Agence
Commande,2024-03-18 00:00:00.000,1555675407396,98762279858,Lille,27299,En Agence
Commande,2024-03-07 00:00:00.000,1755280521071,98668298641,Lille,20599,En Agence
Commande,2024-04-22 00:00:00.000,1747314470583,99905368090,Avignon,23299,En Agence
Reprise,2024-03-29 18:03:30.000,1758545164266,,,,
Commande,2024-05-28 00:00:00.000,1774735620966,100811342082,Donzère,10299,En Agence
Commande,2024-05-06 00:00:00.000,1769583820114,100708963069,Montpellier,26999,A Domicile
Commande,2024-01-09 00:00:00.000,1740912262606,95849109125,Bordeaux,19499,En Agence
Commande,2024-04-30 00:00:00.000,1721465807501,99096092249,Nemours,19628,En Agence
Commande,2024-04-23 00:00:00.000,1766707080996,99415825982,Lyon,16499,En Agence
Commande,2024-05-20 00:00:00.000,1552714690318,101090198308,Lyon,18999,En Agence
Commande,2024-04-17 00:00:00.000,1755136276575,99612433206,Aix-en-Provence,18699,En Agence
Commande,2024-04-15 00:00:00.000,1764884388773,99625153397,Metz,24999,En Agence
Commande,2024-04-30 00:00:00.000,1751919550216,99918335275,Metz,25699,En Agence
Commande,2024-04-16 00:00:00.000,1753722729913,99306901628,Lyon,14699,En Agence
Commande,2024-04-20 00:00:00.000,1766299540896,100360454535,Cergy-Pontoise,15999,A Domicile
Reprise,2024-02-26 15:02:27.000,1751341707753,,,,
Commande,2024-03-08 00:00:00.000,912629245330,96104006933,Rennes,21999,En Agence
Commande,2024-04-16 00:00:00.000,1764593429841,98657060414,Rouen,21499,En Agence
Commande,2024-02-28 00:00:00.000,1730439099521,98849962728,Bordeaux,34614,En Agence
Commande,2024-03-22 00:00:00.000,1746624863335,99131659385,Nantes,17999,En Agence
Reprise,2024-04-02 18:04:06.000,1759073978420,,,,
Reprise,2024-02-12 18:02:21.000,1743450372950,,,,
Commande,2024-04-19 00:00:00.000,1765530525077,100023060731,Montpellier,17065,En Agence
Commande,2024-03-23 00:00:00.000,1759140296309,99628487816,Annecy,23099,A Domicile
Commande,2024-05-31 00:00:00.000,1774323511477,100739343331,Les Ulis,25999,A Domicile
Commande,2024-01-19 00:00:00.000,1050607133059,97200042808,Bordeaux,16499,A Domicile
Reprise,2024-05-29 11:05:02.000,971521259720,,,,
Reprise,2024-04-16 11:04:36.000,1763084419998,,,,
Reprise,2024-04-13 14:04:02.000,1756951929469,,,,
Commande,2024-02-17 00:00:00.000,1736658655435,97899776810,Saint-Germain-en-Laye,21499,En Agence
Commande,2024-03-19 00:00:00.000,1489266748101,99226134590,Cergy-Pontoise,24999,En Agence
Commande,2024-04-10 00:00:00.000,1762125836284,99564639867,Cergy-Pontoise,13499,A Domicile
Reprise,2024-04-11 17:04:04.000,1762239083033,,,,
Commande,2024-05-02 00:00:00.000,1768987329604,100176690999,Lyon,15999,A Domicile
Commande,2024-05-04 00:00:00.000,1767536486848,97661180606,Metz,27499,En Agence
Reprise,2024-05-16 19:05:04.000,1769545536044,,,,
Reprise,2024-02-10 18:02:16.000,1744825141554,,,,
Commande,2024-01-16 00:00:00.000,1742912543515,97290566109,Reims,25354,En Agence
Commande,2024-01-15 00:00:00.000,1739119703651,97466425837,Melun,17999,En Agence
Commande,2024-02-27 00:00:00.000,1752286830294,98494291368,Nemours,18647,A Domicile
Commande,2024-02-23 00:00:00.000,1751374804949,97657352199,Dijon,19999,En Agence
Commande,2024-03-05 00:00:00.000,923887972832,97907310127,Nemours,15399,En Agence
Reprise,2024-02-27 14:02:51.000,1750025476727,,,,
Reprise,2024-02-29 16:02:40.000,1749225586658,,,,
Commande,2024-02-26 00:00:00.000,1752369079296,97991658578,Toulouse,26999,En Agence
Commande,2024-02-20 00:00:00.000,1513069312887,97292789055,Melun,26613,En Agence
Reprise,2024-03-23 17:03:49.000,1756398662909,,,,
Commande,2024-01-20 00:00:00.000,1740492002315,96034354625,Clermont-Ferrand,24999,En Agence
Commande,2024-02-17 00:00:00.000,1751088538903,98310898323,Melun,13999,En Agence
Commande,2024-04-06 00:00:00.000,1508654912622,98019815894,Donzère,21999,En Agence
Commande,2024-03-29 00:00:00.000,1751396046433,99012608277,Annecy,24999,A Domicile
Commande,2024-04-10 00:00:00.000,1756748035922,99728890877,Lille,29899,En Agence
Reprise,2024-03-15 13:03:27.000,989467843760,,,,
Commande,2024-05-24 00:00:00.000,1773569932783,100387500378,Rennes,9499,En Agence
Commande,2024-03-11 00:00:00.000,1755179994513,97185223168,Saint-Germain-en-Laye,23999,A Domicile
Commande,2024-04-09 00:00:00.000,1763339688297,99783600048,Bordeaux,34499,En Agence
Commande,2024-01-15 00:00:00.000,1743267720887,96549460612,Lyon,28999,En Agence
Reprise,2024-01-12 12:01:12.000,1739934413360,,,,
Commande,2024-02-09 00:00:00.000,1747069452535,96996149261,Caen,15499,En Agence
Commande,2024-03-22 00:00:00.000,1736665324273,98221486495,Brest,26999,A Domicile
Reprise,2024-05-07 12:05:20.000,1766706093020,,,,
Commande,2024-04-02 00:00:00.000,1743396157767,99558465017,Strasbourg,14499,A Domicile
Reprise,2024-02-15 14:02:13.000,1747366833311,,,,
Commande,2024-03-27 00:00:00.000,34201259180,99266394612,Melun,21699,En Agence
Commande,2024-03-17 00:00:00.000,1757851111126,97774550852,Paris - Arcueil,9999,En Agence
Commande,2024-03-21 00:00:00.000,1758231358389,98219757537,Lyon,28999,En Agence
Commande,2024-05-27 00:00:00.000,1774178155508,100791335568,Donzère,10699,En Agence
Commande,2024-01-12 00:00:00.000,1683899255071,95763772698,Aix-en-Provence,13299,En Agence
Reprise,2024-02-15 12:02:45.000,1707505583124,,,,
Reprise,2024-05-23 20:05:17.000,1654428054488,,,,
Commande,2024-01-11 00:00:00.000,1743219310063,97559913066,Montpellier,32899,En Agence
Commande,2024-01-26 00:00:00.000,1745082756296,97486308854,Melun,12999,A Domicile
Commande,2024-05-18 00:00:00.000,556251482490,98331769316,Nemours,14699,En Agence
Commande,2024-05-10 00:00:00.000,1770691958695,100707975093,Melun,26999,En Agence
Reprise,2024-04-10 11:04:24.000,1706067584056,,,,
Commande,2024-01-18 00:00:00.000,1743172010712,95725365131,Rouen,17499,En Agence
Reprise,2024-03-09 17:03:43.000,1752884061786,,,,
Reprise,2024-02-24 15:02:56.000,1749501478956,,,,
Commande,2024-02-02 00:00:00.000,1746853209288,96401264212,Nantes,30607,En Agence
Commande,2024-04-08 00:00:00.000,1761873655410,97166822115,Les Ulis,22499,En Agence
Reprise,2024-05-06 14:05:58.000,1085547768778,,,,
Commande,2024-04-24 00:00:00.000,1480113891443,99101896608,Grenoble,35999,En Agence
Commande,2024-02-19 00:00:00.000,1751508799194,97587699891,Bordeaux,20411,En Agence
Commande,2024-02-13 00:00:00.000,1631853543870,97497547081,Saint-Germain-en-Laye,31599,A Domicile
Commande,2024-03-27 00:00:00.000,1713766140042,98335597723,Les Ulis,18999,En Agence
Commande,2024-03-30 00:00:00.000,1760836280610,99102637590,Saint-Germain-en-Laye,34499,En Agence
Commande,2024-02-10 00:00:00.000,1749314504498,98033153570,Rouen,25464,En Agence
Commande,2024-04-10 00:00:00.000,1762666629647,99728273392,Avignon,16999,En Agence
Commande,2024-05-10 00:00:00.000,569344387436,100809860118,Annecy,15799,A Domicile
Commande,2024-01-02 00:00:00.000,1726802483362,96359398729,Nantes,30399,En Agence
Commande,2024-01-27 00:00:00.000,1746819741601,97501745979,Toulon,11799,En Agence
Commande,2024-05-17 00:00:00.000,1625148891740,101596412511,Montpellier,10499,En Agence
Commande,2024-01-04 00:00:00.000,1725922320243,96133769710,Rennes,10799,En Agence
Commande,2024-01-17 00:00:00.000,1743447532519,96080419006,Avignon,20499,En Agence
Commande,2024-02-16 00:00:00.000,1750870072710,96296044768,Les Ulis,28699,En Agence
Commande,2024-02-21 00:00:00.000,1750913420157,95714497395,Lille,24999,En Agence
Reprise,2024-01-24 18:01:17.000,1745134872030,,,,
Reprise,2024-04-26 16:04:09.000,1762907942785,,,,
Commande,2024-04-18 00:00:00.000,1765128665839,99257255834,Les Ulis,22999,En Agence
Commande,2024-01-11 00:00:00.000,1731231085782,96003603872,Aix-en-Provence,20999,En Agence
Commande,2024-04-12 00:00:00.000,1762114104069,98352146321,Aix-en-Provence,20399,En Agence
Commande,2024-01-15 00:00:00.000,1743442716136,93953800666,Nantes,15999,A Domicile
Commande,2024-04-23 00:00:00.000,1767070038679,99380382343,Strasbourg,9499,En Agence
Commande,2024-01-22 00:00:00.000,1743224126446,97256851428,Saint-Germain-en-Laye,13299,En Agence
Commande,2024-05-18 00:00:00.000,1772639876876,99206869058,Brest,25499,En Agence
Commande,2024-05-30 00:00:00.000,1692494522774,100690932507,Lyon,17275,A Domicile
Commande,2024-02-24 00:00:00.000,1752014889900,98392653337,Cergy-Pontoise,19999,En Agence
Commande,2024-01-26 00:00:00.000,1744785746011,96792502708,Dijon,20799,En Agence
Commande,2024-02-27 00:00:00.000,1751357144878,98712140076,Strasbourg,21299,En Agence
Commande,2024-01-14 00:00:00.000,1742281720839,97330949628,Grenoble,24499,A Domicile
Commande,2024-03-30 00:00:00.000,1599263920540,98773888576,Cergy-Pontoise,25199,En Agence
Commande,2024-03-17 00:00:00.000,1076442581962,98755117032,Les Ulis,24799,A Domicile
Commande,2024-04-17 00:00:00.000,1539898048161,98795747545,Lille,10999,En Agence
Commande,2024-05-07 00:00:00.000,1566559938988,99301344263,Melun,36420,En Agence
Commande,2024-03-23 00:00:00.000,1740175849995,99672946736,Les Ulis,30399,En Agence
Commande,2024-03-05 00:00:00.000,1751047043911,96931560330,Rennes,15499,En Agence
Commande,2024-05-18 00:00:00.000,1770631939153,101128976366,Lille,20999,En Agence
Commande,2024-02-03 00:00:00.000,1748273177794,98188265802,Montpellier,19499,En Agence
Commande,2024-03-05 00:00:00.000,1753873890241,98919862030,Lyon,29799,A Domicile
Reprise,2024-02-07 17:02:00.000,1746285864070,,,,
Commande,2024-05-23 00:00:00.000,215460770008,101169236388,Bordeaux,24499,A Domicile
Commande,2024-02-29 00:00:00.000,1728588620473,98905783372,Melun,24299,En Agence
Reprise,2024-03-29 18:03:51.000,1755189503782,,,,
Commande,2024-01-23 00:00:00.000,1638576226562,96951443347,Montpellier,21499,En Agence
Reprise,2024-03-26 13:03:24.000,1755434274836,,,,
Reprise,2024-04-24 16:04:27.000,1614718582114,,,,
Commande,2024-03-04 00:00:00.000,1753996028774,96833750706,Annecy,23899,A Domicile
Reprise,2024-01-11 11:01:57.000,1742042877641,,,,
Commande,2024-03-01 00:00:00.000,1753648755210,98410436905,Montpellier,14799,A Domicile
Commande,2024-02-28 00:00:00.000,1753114754182,87700653568,Melun,19499,En Agence
Commande,2024-01-12 00:00:00.000,1742999608900,95169134643,Rouen,21199,En Agence
Commande,2024-04-24 00:00:00.000,1765765786862,99992927463,Montpellier,12999,En Agence
Commande,2024-02-24 00:00:00.000,864920872266,98625445182,Dijon,22599,En Agence
Commande,2024-04-26 00:00:00.000,1761576398131,100466661955,Nantes,24999,En Agence
Reprise,2024-03-14 15:03:17.000,1754368125235,,,,
Commande,2024-03-16 00:00:00.000,1757348107845,98433160353,Caen,22299,En Agence
Commande,2024-01-06 00:00:00.000,1741297079258,96374588860,Donzère,14999,En Agence
Commande,2024-05-11 00:00:00.000,1572348490372,97469019274,Lyon,22799,En Agence
Commande,2024-03-09 00:00:00.000,1755757342988,98988402865,Melun,15154,En Agence
Commande,2024-04-01 00:00:00.000,1510210480834,97162746714,Saint-Germain-en-Laye,10499,En Agence
Commande,2024-01-15 00:00:00.000,1690574761909,97217332388,Les Ulis,16999,En Agence
Reprise,2024-05-18 17:05:54.000,1770724191412,,,,
Reprise,2024-05-10 17:05:03.000,1690632311511,,,,
Commande,2024-01-30 00:00:00.000,259179448990,98241616506,Bordeaux,27699,En Agence
Commande,2024-01-08 00:00:00.000,1742033738863,96277149727,Annecy,24999,A Domicile
Commande,2024-01-24 00:00:00.000,1744630016294,97635122739,Toulon,24999,En Agence
Reprise,2024-03-29 18:03:27.000,1532782768506,,,,
Commande,2024-01-26 00:00:00.000,1650761181564,97734043836,Reims,36399,En Agence
Commande,2024-02-15 00:00:00.000,1088085755625,97652659313,Metz,25999,En Agence
Commande,2024-05-10 00:00:00.000,1642157022077,100856912475,Saint-Germain-en-Laye,12499,En Agence
Commande,2024-04-23 00:00:00.000,1766476759091,100175456029,Rennes,24499,En Agence
Commande,2024-03-12 00:00:00.000,1755195678632,98273108241,Aix-en-Provence,32499,En Agence
Commande,2024-03-28 00:00:00.000,1689796730809,98908623803,Melun,23999,En Agence
Reprise,2024-01-24 16:01:44.000,1743531139988,,,,
Commande,2024-03-30 00:00:00.000,1642684107273,99102514093,Reims,34299,En Agence
Commande,2024-01-12 00:00:00.000,1741460836280,97533978696,Clermont-Ferrand,30999,En Agence
Commande,2024-01-25 00:00:00.000,242238748015,97829507017,Tours,30999,En Agence
Commande,2024-03-12 00:00:00.000,1755745981264,90583073548,Nantes,21999,A Domicile
Reprise,2024-01-27 17:01:38.000,1532628397256,,,,
Commande,2024-03-16 00:00:00.000,1755919741543,98819088478,Rouen,12499,En Agence
Commande,2024-04-26 00:00:00.000,1766869850042,100105803721,Bordeaux,14499,En Agence
Commande,2024-01-09 00:00:00.000,1479910615381,97467413813,Avignon,21999,En Agence
Reprise,2024-01-27 16:01:37.000,1745071765063,,,,
Commande,2024-02-21 00:00:00.000,1751071990305,96997631225,Metz,22899,En Agence
Commande,2024-05-08 00:00:00.000,1770306401061,100574474836,Donzère,35199,En Agence
Commande,2024-02-05 00:00:00.000,1748655154015,98111697662,Clermont-Ferrand,10999,En Agence
Reprise,2024-02-10 12:02:50.000,1729585364760,,,,
Commande,2024-03-18 00:00:00.000,1757345267414,98914304665,Grenoble,26799,En Agence
Commande,2024-03-06 00:00:00.000,1751706147400,98931223754,Bordeaux,17999,En Agence
Reprise,2024-03-28 16:03:11.000,1757533600339,,,,
Reprise,2024-03-27 15:03:03.000,1752305972329,,,,
Reprise,2024-01-24 12:01:18.000,1590123784073,,,,
Reprise,2024-03-19 13:03:05.000,1751235623830,,,,
Commande,2024-02-14 00:00:00.000,1750504521590,98344736501,Montpellier,29899,En Agence
Commande,2024-05-06 00:00:00.000,1561247962527,100730328050,Les Ulis,23399,A Domicile
Commande,2024-04-04 00:00:00.000,1533443477456,98413524330,Toulon,25863,En Agence
Reprise,2024-02-22 16:02:14.000,1741712276172,,,,
Commande,2024-04-09 00:00:00.000,1567868142709,99323203232,Cergy-Pontoise,24699,En Agence
Commande,2024-05-29 00:00:00.000,1774497271756,100642027695,Annecy,11299,A Domicile
Commande,2024-02-26 00:00:00.000,1679530301702,98763885319,Rouen,15699,En Agence
Commande,2024-01-16 00:00:00.000,1744288917580,96675798043,Toulouse,16999,A Domicile
Commande,2024-03-25 00:00:00.000,1758583324839,99007421403,Les Ulis,31999,En Agence
Reprise,2024-04-25 14:04:09.000,613717353524,,,,
Reprise,2024-05-10 13:05:03.000,1764256777019,,,,
Commande,2024-02-13 00:00:00.000,895599009030,97653276798,Dijon,24499,En Agence
Commande,2024-02-20 00:00:00.000,1633324516637,98506641068,Strasbourg,14699,En Agence
Commande,2024-05-24 00:00:00.000,1773371843595,100710074542,Lyon,25999,En Agence
Reprise,2024-02-10 14:02:13.000,1746912981836,,,,
Commande,2024-02-19 00:00:00.000,1751039387097,96101536993,Cannes,11499,A Domicile
Commande,2024-03-07 00:00:00.000,1677400101949,98398210702,Aix-en-Provence,28499,En Agence
Commande,2024-03-09 00:00:00.000,1755867625809,99361487302,Donzère,26899,En Agence
Commande,2024-02-12 00:00:00.000,1748911410290,97906816139,Tours,11999,En Agence
Reprise,2024-04-20 11:04:01.000,1758926152511,,,,
Commande,2024-03-02 00:00:00.000,1753950458381,98764626301,Nantes,23499,En Agence
Reprise,2024-04-04 11:04:58.000,1748115101634,,,,
Commande,2024-01-23 00:00:00.000,1745689620554,96017929524,Melun,27599,En Agence
Commande,2024-05-23 00:00:00.000,1771755761853,100991030217,Cergy-Pontoise,25499,En Agence
Reprise,2024-01-13 10:01:41.000,1742514759678,,,,
Commande,2024-02-14 00:00:00.000,1743733057583,98298919114,Montpellier,14999,En Agence
Commande,2024-01-20 00:00:00.000,1744665583430,96681602402,Dijon,16399,En Agence
Reprise,2024-05-25 12:05:21.000,1771962001843,,,,
Commande,2024-01-14 00:00:00.000,1742940947825,97153607936,Melun,28999,En Agence
Reprise,2024-02-02 17:02:54.000,1744106265517,,,,
Commande,2024-03-05 00:00:00.000,1493369812429,97564235461,Dijon,17999,En Agence
Commande,2024-02-10 00:00:00.000,1746563114835,98026855223,Les Ulis,13999,A Domicile
Reprise,2024-02-22 16:02:54.000,1750921200468,,,,
Commande,2024-05-21 00:00:00.000,1714182448429,99118445206,Dijon,24999,A Domicile
Commande,2024-04-10 00:00:00.000,1763469854135,99350496069,Nantes,27499,En Agence
Reprise,2024-01-20 16:01:15.000,653720748758,,,,
Commande,2024-03-09 00:00:00.000,1066696692710,99037431174,Cergy-Pontoise,20999,En Agence
Reprise,2024-02-08 18:02:18.000,1731143032421,,,,
Commande,2024-04-20 00:00:00.000,1765652169622,100026148156,Tours,13299,En Agence
Commande,2024-02-03 00:00:00.000,1511492750185,97175960893,Cergy-Pontoise,26399,En Agence
Commande,2024-05-06 00:00:00.000,1769903677344,100289443760,Metz,33999,En Agence
Commande,2024-02-23 00:00:00.000,1750642714733,96360263208,Aix-en-Provence,26999,En Agence
Commande,2024-05-27 00:00:00.000,1774308444843,100950770195,Grenoble,19999,En Agence
Reprise,2024-05-22 12:05:47.000,1769146517237,,,,
Commande,2024-04-26 00:00:00.000,1762244763895,100321552980,Lyon,19299,En Agence
Commande,2024-01-03 00:00:00.000,1740440998054,95664110619,Aix-en-Provence,15999,En Agence
Commande,2024-03-22 00:00:00.000,1759185372714,99009397355,Aix-en-Provence,19399,En Agence
Commande,2024-04-08 00:00:00.000,1762232784686,99956866339,Les Ulis,23999,En Agence
Commande,2024-01-29 00:00:00.000,1744000058097,96778300553,Melun,26999,En Agence
Commande,2024-01-03 00:00:00.000,1740307497797,97294394516,Aix-en-Provence,23431,En Agence
Commande,2024-04-19 00:00:00.000,198604787975,98577157855,Bordeaux,27775,En Agence
Commande,2024-02-21 00:00:00.000,523656301795,97662786067,Annecy,23214,A Domicile
Commande,2024-04-24 00:00:00.000,1767236018647,99918211778,Reims,25699,En Agence
Commande,2024-04-16 00:00:00.000,1765205604470,100358849074,Bordeaux,38291,En Agence
Commande,2024-04-20 00:00:00.000,1765478656337,99531542671,Les Ulis,17699,A Domicile
Commande,2024-05-03 00:00:00.000,1766717331247,100187682232,Lyon,19999,En Agence
Reprise,2024-02-20 19:02:03.000,1749839737239,,,,
Commande,2024-01-15 00:00:00.000,1743961156542,97195102928,Aix-en-Provence,18999,En Agence
Commande,2024-03-29 00:00:00.000,1760496663860,99086582980,Cergy-Pontoise,32211,A Domicile
Commande,2024-01-05 00:00:00.000,1741848616860,96567738168,Cergy-Pontoise,16999,A Domicile
Commande,2024-03-09 00:00:00.000,1756115607785,96713217634,Rouen,30699,En Agence
Commande,2024-03-08 00:00:00.000,1753628625199,97791346444,Metz,20499,En Agence
Commande,2024-01-20 00:00:00.000,1744386850701,95581614623,Lyon,23909,En Agence
Commande,2024-04-27 00:00:00.000,1766936661919,99989222553,Cannes,15499,En Agence
Commande,2024-01-15 00:00:00.000,1587015982068,96784845894,Les Ulis,25899,A Domicile
Commande,2024-01-06 00:00:00.000,1742137105852,95399333051,Cannes,15499,En Agence
Commande,2024-01-22 00:00:00.000,1745732844504,97592639771,Rennes,12499,En Agence
Reprise,2024-05-03 12:05:51.000,1766936661919,,,,
Commande,2024-04-04 00:00:00.000,1760562981749,98437606245,Melun,25499,En Agence
Commande,2024-01-24 00:00:00.000,938253267369,97275375978,Lyon,11499,A Domicile
Commande,2024-01-25 00:00:00.000,1727729204850,94237102784,Strasbourg,20217,En Agence
Reprise,2024-05-16 16:05:06.000,1765610551133,,,,
Commande,2024-03-30 00:00:00.000,1757896434525,99175747814,Nemours,12499,En Agence
Reprise,2024-02-20 12:02:40.000,1047996035988,,,,
Commande,2024-04-10 00:00:00.000,190696163592,98870216236,Aix-en-Provence,33999,En Agence
Commande,2024-05-30 00:00:00.000,1769006471639,100487532948,Toulon,17299,En Agence
Commande,2024-03-21 00:00:00.000,1757130012143,98885529864,Montpellier,18699,A Domicile
Commande,2024-04-10 00:00:00.000,1763276334336,99200694208,Melun,24999,A Domicile
Commande,2024-01-10 00:00:00.000,909457842370,97581772035,Montpellier,32399,En Agence
Reprise,2024-03-25 15:03:07.000,1755043283334,,,,
Commande,2024-03-08 00:00:00.000,1743983756493,97437774533,Saint-Germain-en-Laye,24399,En Agence
Commande,2024-05-14 00:00:00.000,1767724078791,99752972792,Nemours,10999,En Agence
Reprise,2024-05-02 17:05:49.000,1524307663384,,,,
Reprise,2024-03-29 14:03:04.000,1707224997940,,,,
